Name,Code,Type,Extent,Data Source,Remarks,Revision Date
NAD83 / North Dakota South (ft),2266,projected,USA - North Dakota - SPCS - S,EPSG,State law defines system in In…,"November 6, 2001"
NAD83 / Oklahoma North (ftUS),2267,projected,USA - Oklahoma - SPCS - N,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Oklahoma South (ftUS),2268,projected,USA - Oklahoma - SPCS - S,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Oregon North (ft),2269,projected,USA - Oregon - SPCS - N,EPSG,State law defines system in In…,"November 6, 2001"
NAD83 / Oregon South (ft),2270,projected,USA - Oregon - SPCS - S,EPSG,State law defines system in In…,"November 6, 2001"
NAD83 / Pennsylvania North (ftUS),2271,projected,USA - Pennsylvania - SPCS - N,EPSG,State law defines system in US…,"January 19, 2007"
NAD83 / Pennsylvania South (ftUS),2272,projected,USA - Pennsylvania - SPCS - S,EPSG,State law defines system in US…,"January 19, 2007"
NAD83 / South Carolina (ft),2273,projected,USA - South Carolina,EPSG,State law defines system in In…,"January 19, 2007"
NAD83 / Tennessee (ftUS),2274,projected,USA - Tennessee,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Texas North (ftUS),2275,projected,USA - Texas - SPCS - N,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Texas North Central (ftUS),2276,projected,USA - Texas - SPCS - NC,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Texas Central (ftUS),2277,projected,USA - Texas - SPCS - C,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Texas South Central (ftUS),2278,projected,USA - Texas - SPCS83 - SC,EPSG,State law defines system in US…,"July 14, 2006"
NAD83 / Texas South (ftUS),2279,projected,USA - Texas - SPCS83 - S,EPSG,State law defines system in US…,"July 14, 2006"
NAD83 / Utah North (ft) [SUPERSEDED],2280,projected,USA - Utah - SPCS - N,EPSG,State law defining system in I…,"February 25, 2020"
NAD83 / Utah Central (ft) [SUPERSEDED],2281,projected,USA - Utah - SPCS - C,EPSG,State law defining system in I…,"February 25, 2020"
NAD83 / Utah South (ft) [SUPERSEDED],2282,projected,USA - Utah - SPCS - S,EPSG,State law defining system in I…,"February 25, 2020"
NAD83 / Virginia North (ftUS),2283,projected,USA - Virginia - SPCS - N,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Virginia South (ftUS),2284,projected,USA - Virginia - SPCS - S,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Washington North (ftUS),2285,projected,USA - Washington - SPCS83 - N,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Washington South (ftUS),2286,projected,USA - Washington - SPCS83 - S,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Wisconsin North (ftUS),2287,projected,USA - Wisconsin - SPCS - N,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Wisconsin Central (ftUS),2288,projected,USA - Wisconsin - SPCS - C,EPSG,State law defines system in US…,"November 6, 2001"
NAD83 / Wisconsin South (ftUS),2289,projected,USA - Wisconsin - SPCS - S,EPSG,State law defines system in US…,"November 6, 2001"
ATS77 / Prince Edward Isl. Stereographic (ATS77),2290,projected,Canada - Prince Edward Island,EPSG,In use from 1979. To be phased…,"November 13, 1997"
ATS77 / MTM Nova Scotia zone 4,2294,projected,Canada - Nova Scotia - east of…,EPSG,In use from 1979. To be phased…,"November 13, 1997"
ATS77 / MTM Nova Scotia zone 5,2295,projected,Canada - Nova Scotia - west of…,EPSG,In use from 1979. To be phased…,"November 13, 1997"
Ammassalik 1958 / Greenland zone 7 east,2296,projected,Greenland - Ammassalik area,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 2 west,2299,projected,Greenland - west coast - 78°N…,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 3 west,2301,projected,Greenland - west coast - 75°N…,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 4 west,2303,projected,Greenland - west coast - 72°N…,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 5 west,2304,projected,Greenland - west coast - 69°N…,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 6 west,2305,projected,Greenland - west coast - 66°N…,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 7 west,2306,projected,Greenland - west coast - 63°N…,EPSG,Historically also found with c…,"February 13, 2012"
Qornoq 1927 / Greenland zone 8 east,2307,projected,Greenland - southwest coast so…,EPSG,Historically also found with c…,"February 13, 2012"
Batavia / TM 109 SE,2308,projected,Indonesia - Java Sea - offshor…,EPSG,Used by Arco and BP for ONWJ.,"February 12, 2002"
WGS 84 / TM 116 SE,2309,projected,Indonesia - Bali Sea west,EPSG,Used by BP for Terang-Sirasun.,"March 14, 2020"
WGS 84 / TM 132 SE,2310,projected,Indonesia - West Papua - Tangg…,EPSG,,"March 14, 2020"
WGS 84 / TM 6 NE,2311,projected,Nigeria - offshore,EPSG,Used for oil exploration beyon…,"March 14, 2020"
Garoua / UTM zone 33N,2312,projected,Cameroon - Garoua area,EPSG,,"February 12, 2002"
Kousseri / UTM zone 33N,2313,projected,Cameroon - N'Djamena area,EPSG,,"February 12, 2002"
Trinidad 1903 / Trinidad Grid (ftCla),2314,projected,Trinidad and Tobago - Trinidad,EPSG,Foot version of Trinidad 1903…,"July 1, 2005"
Campo Inchauspe / UTM zone 19S,2315,projected,Argentina - Tierra del Fuego o…,EPSG,,"December 15, 2016"
Campo Inchauspe / UTM zone 20S,2316,projected,Argentina - Tierra del Fuego o…,EPSG,,"December 15, 2016"
PSAD56 / ICN Regional,2317,projected,Venezuela - onshore,EPSG,,"February 12, 2002"
Ain el Abd / Aramco Lambert,2318,projected,Saudi Arabia - onshore,EPSG,Used by Saudi Aramco when area…,"February 12, 2002"
ED50 / TM27,2319,projected,Turkey - west of 28.5°E onshor…,EPSG,Also found with zone number pr…,"July 22, 2006"
ED50 / TM30,2320,projected,Turkey - 28.5°E to 31.5°E onsh…,EPSG,Also found with zone number pr…,"May 27, 2005"
ED50 / TM33,2321,projected,Turkey - 31.5°E to 34.5°E onsh…,EPSG,Also found with zone number pr…,"July 22, 2006"
ED50 / TM36,2322,projected,Turkey - 34.5°E to 37.5°E onsh…,EPSG,Also found with zone number pr…,"May 27, 2005"
ED50 / TM39,2323,projected,Turkey - 37.5°E to 40.5°E onsh…,EPSG,Also found with zone number pr…,"July 22, 2006"
ED50 / TM42,2324,projected,Turkey - 40.5°E to 43.5°E onsh…,EPSG,Also found with zone number pr…,"May 27, 2005"
ED50 / TM45,2325,projected,Turkey - east of 43.5°E,EPSG,Also found with zone number pr…,"July 22, 2006"
Hong Kong 1980 Grid System,2326,projected,Hong Kong,EPSG,Replaces Hong Kong 1963 Grid S…,"June 22, 2006"
Xian 1980 / Gauss-Kruger zone 13,2327,projected,China - west of 78°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 14,2328,projected,China - 78°E to 84°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 15,2329,projected,China - 84°E to 90°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 16,2330,projected,China - 90°E to 96°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 17,2331,projected,China - 96°E to 102°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 18,2332,projected,China - 102°E to 108°E onshore,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 19,2333,projected,China - 108°E to 114°E onshore,EPSG,Also found with truncated fals…,"November 24, 2009"
Xian 1980 / Gauss-Kruger zone 20,2334,projected,China - 114°E to 120°E onshore,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 21,2335,projected,China - 120°E to 126°E onshore,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 22,2336,projected,China - 126°E to 132°E onshore,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger zone 23,2337,projected,China - east of 132°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 75E,2338,projected,China - west of 78°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 81E,2339,projected,China - 78°E to 84°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 87E,2340,projected,China - 84°E to 90°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 93E,2341,projected,China - 90°E to 96°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 99E,2342,projected,China - 96°E to 102°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 105E,2343,projected,China - 102°E to 108°E onshore,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 111E,2344,projected,China - 108°E to 114°E onshore,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 117E,2345,projected,China - 114°E to 120°E onshore,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 123E,2346,projected,China - 120°E to 126°E onshore,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 129E,2347,projected,China - 126°E to 132°E onshore,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / Gauss-Kruger CM 135E,2348,projected,China - east of 132°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 25,2349,projected,China - west of 76.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 26,2350,projected,China - 76.5°E to 79.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 27,2351,projected,China - 79.5°E to 82.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 28,2352,projected,China - 82.5°E to 85.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 29,2353,projected,China - 85.5°E to 88.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 30,2354,projected,China - 88.5°E to 91.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 31,2355,projected,China - 91.5°E to 94.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 32,2356,projected,China - 94.5°E to 97.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 33,2357,projected,China - 97.5°E to 100.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 34,2358,projected,China - 100.5°E to 103.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 35,2359,projected,China - 103.5°E to 106.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 36,2360,projected,China - 106.5°E to 109.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 37,2361,projected,China - 109.5°E to 112.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 38,2362,projected,China - 112.5°E to 115.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 39,2363,projected,China - 115.5°E to 118.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 40,2364,projected,China - 118.5°E to 121.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 41,2365,projected,China - 121.5°E to 124.5°E ons…,EPSG,Also found with truncated fals…,"November 24, 2009"
Xian 1980 / 3-degree Gauss-Kruger zone 42,2366,projected,China - 124.5°E to 127.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 43,2367,projected,China - 127.5°E to 130.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 44,2368,projected,China - 130.5°E to 133.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger zone 45,2369,projected,China - east of 133.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 75E,2370,projected,China - west of 76.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 78E,2371,projected,China - 76.5°E to 79.5°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 81E,2372,projected,China - 79.5°E to 82.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 84E,2373,projected,China - 82.5°E to 85.5°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 87E,2374,projected,China - 85.5°E to 88.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 90E,2375,projected,China - 88.5°E to 91.5°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 93E,2376,projected,China - 91.5°E to 94.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 96E,2377,projected,China - 94.5°E to 97.5°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 99E,2378,projected,China - 97.5°E to 100.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 102E,2379,projected,China - 100.5°E to 103.5°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 105E,2380,projected,China - 103.5°E to 106.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 108E,2381,projected,China - 106.5°E to 109.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 111E,2382,projected,China - 109.5°E to 112.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 114E,2383,projected,China - 112.5°E to 115.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 117E,2384,projected,China - 115.5°E to 118.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 120E,2385,projected,China - 118.5°E to 121.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 123E,2386,projected,China - 121.5°E to 124.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 126E,2387,projected,China - 124.5°E to 127.5°E ons…,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 129E,2388,projected,China - 127.5°E to 130.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
Xian 1980 / 3-degree Gauss-Kruger CM 132E,2389,projected,China - 130.5°E to 133.5°E,EPSG,Truncated form of Xian 1980 /…,"June 22, 2002"
Xian 1980 / 3-degree Gauss-Kruger CM 135E,2390,projected,China - east of 133.5°E,EPSG,Truncated form of Xian 1980 /…,"July 22, 2006"
KKJ / Finland zone 1,2391,projected,Finland - 19.5°E to 22.5°E ons…,EPSG,,"March 31, 2006"
KKJ / Finland zone 2,2392,projected,Finland - 22.5°E to 25.5°E ons…,EPSG,,"July 22, 1997"
KKJ / Finland Uniform Coordinate System,2393,projected,1; Finland - onshore,EPSG,Known as Uniform Coordinate Sy…,"May 2, 2010"
KKJ / Finland zone 4,2394,projected,Finland - 28.5°E to 31.5°E,EPSG,,"March 31, 2006"
South Yemen / Gauss-Kruger zone 8,2395,projected,Yemen - South Yemen - mainland…,EPSG,,"June 22, 2002"
South Yemen / Gauss-Kruger zone 9,2396,projected,Yemen - South Yemen - mainland…,EPSG,,"June 22, 2002"
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 3,2397,projected,Germany - East Germany - west…,EPSG,Replaces Pulkovo 1942(58) / 3-…,"January 21, 2012"
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 4,2398,projected,Europe - 10.5°E to 13.5°E onsh…,EPSG,Replaces Pulkovo 1942(58) / 3-…,"January 21, 2012"
Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 5,2399,projected,Europe - 13.5°E to 16.5°E onsh…,EPSG,Replaces Pulkovo 1942(58) / 3-…,"January 21, 2012"
Beijing 1954 / 3-degree Gauss-Kruger zone 25,2401,projected,China - west of 76.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 26,2402,projected,China - 76.5°E to 79.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 27,2403,projected,China - 79.5°E to 82.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 28,2404,projected,China - 82.5°E to 85.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
2405,projected,China - 85.5°E to 88.5°E,EPSG,Also found with truncated fals…,"June 22, 2002",
Beijing 1954 / 3-degree Gauss-Kruger zone 30,2406,projected,China - 88.5°E to 91.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 31,2407,projected,China - 91.5°E to 94.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 32,2408,projected,China - 94.5°E to 97.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 33,2409,projected,China - 97.5°E to 100.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 34,2410,projected,China - 100.5°E to 103.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 35,2411,projected,China - 103.5°E to 106.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 36,2412,projected,China - 106.5°E to 109.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 37,2413,projected,China - 109.5°E to 112.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 38,2414,projected,China - 112.5°E to 115.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 39,2415,projected,China - 115.5°E to 118.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 40,2416,projected,China - 118.5°E to 121.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 41,2417,projected,China - 121.5°E to 124.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 42,2418,projected,China - 124.5°E to 127.5°E ons…,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 43,2419,projected,China - 127.5°E to 130.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
Beijing 1954 / 3-degree Gauss-Kruger zone 44,2420,projected,China - 130.5°E to 133.5°E,EPSG,Also found with truncated fals…,"June 22, 2002"
